iteracao,valor_objetivo,media_coeficientes,total_cruzamentos
77,2.518813,0.008424,299
78,0.503412,0.001684,299
79,3.519537,0.011771,299
80,3.516068,0.011759,299
81,1.761653,0.005892,299
82,2.015615,0.006741,299
83,1.758176,0.005880,299
84,1.256724,0.004203,299
85,4.023254,0.013456,299
86,2.269478,0.007590,299
87,3.027294,0.010125,299
88,2.008459,0.006717,299
89,4.517247,0.015108,299
90,4.529090,0.015147,299
91,3.022791,0.010110,299
92,2.768970,0.009261,299
93,2.768539,0.009259,299
94,4.283482,0.014326,299
95,3.273818,0.010949,299
96,4.028031,0.013472,299
97,3.021724,0.010106,299
98,2.010844,0.006725,299
99,2.270306,0.007593,299
100,2.515459,0.008413,299
101,3.270207,0.010937,299
102,3.022628,0.010109,299
103,4.029770,0.013477,299
104,3.772133,0.012616,299
105,1.768547,0.005915,299
106,2.763471,0.009242,299
107,2.759114,0.009228,299
108,3.522419,0.011781,299
109,2.502306,0.008369,299
110,3.014737,0.010083,299
111,2.008344,0.006717,299
112,2.511569,0.008400,299
113,3.770955,0.012612,299
114,3.263976,0.010916,299
115,2.512915,0.008404,299
116,2.519207,0.008425,299
117,1.510255,0.005051,299
118,2.768688,0.009260,299
119,2.755491,0.009216,299
120,4.022406,0.013453,299
121,2.760604,0.009233,299
122,1.005168,0.003362,299
123,3.265296,0.010921,299
124,2.011084,0.006726,299
125,3.525199,0.011790,299
126,2.013454,0.006734,299
127,2.770058,0.009264,299
128,3.017594,0.010092,299
129,1.511043,0.005054,299
130,3.783442,0.012654,299
131,2.516494,0.008416,299
132,2.008178,0.006716,299
133,2.018332,0.006750,299
134,4.028785,0.013474,299
135,2.269369,0.007590,299
136,2.258412,0.007553,299
137,3.270766,0.010939,299
138,1.752527,0.005861,299
139,3.261809,0.010909,299
140,3.274888,0.010953,299
141,3.780900,0.012645,299
142,0.754546,0.002524,299
143,2.016880,0.006745,299
144,1.255529,0.004199,299
145,2.508347,0.008389,299
146,3.019552,0.010099,299
147,4.270314,0.014282,299
148,2.515055,0.008412,299
149,1.508020,0.005044,299
150,3.773488,0.012620,299
151,1.754704,0.005869,299
152,2.519212,0.008425,299
153,2.262789,0.007568,299
154,4.012429,0.013419,299
155,2.768410,0.009259,299
156,3.523406,0.011784,299
157,1.516188,0.005071,299
158,2.257345,0.007550,299
159,3.526070,0.011793,299
160,2.259459,0.007557,299
161,3.270101,0.010937,299
162,4.023052,0.013455,299
163,2.758189,0.009225,299
164,2.512103,0.008402,299
165,3.266128,0.010924,299
166,2.255238,0.007543,299
167,1.761109,0.005890,299
168,2.012314,0.006730,299
169,3.507089,0.011729,299
170,2.763464,0.009242,299
171,3.266065,0.010923,299
172,1.005263,0.003362,299
173,3.774978,0.012625,299
174,3.013664,0.010079,299
175,2.260303,0.007560,299
176,2.770134,0.009265,299
177,2.018988,0.006752,299
178,1.764932,0.005903,299
179,2.508546,0.008390,299
180,3.513589,0.011751,299
181,3.273322,0.010948,299
182,3.766946,0.012598,299
183,3.274795,0.010952,299
184,1.007760,0.003370,299
185,3.020450,0.010102,299
186,2.505579,0.008380,299
187,2.514811,0.008411,299
188,3.775809,0.012628,299
189,2.004925,0.006705,299
190,1.761197,0.005890,299
191,2.257705,0.007551,299
192,3.274607,0.010952,299
193,3.021569,0.010106,299
194,4.016009,0.013431,299
195,2.266152,0.007579,299
196,3.270916,0.010940,299
197,3.022000,0.010107,299
198,3.260520,0.010905,299
199,1.004410,0.003359,299
200,2.515098,0.008412,299
201,3.267392,0.010928,299
202,2.266115,0.007579,299
203,3.521789,0.011779,299
204,1.753527,0.005865,299
205,3.022583,0.010109,299
206,2.262414,0.007567,299
207,2.521565,0.008433,299
208,3.023422,0.010112,299
209,3.775166,0.012626,299
210,2.011665,0.006728,299
211,2.761622,0.009236,299
212,1.513114,0.005061,299
213,3.519537,0.011771,299
214,2.010522,0.006724,299
215,2.514401,0.008409,299
216,2.521811,0.008434,299
217,2.517305,0.008419,299
218,3.271316,0.010941,299
219,2.518781,0.008424,299
220,2.515999,0.008415,299
221,3.273865,0.010949,299
222,2.256400,0.007546,299
223,2.516750,0.008417,299
224,3.020028,0.010100,299
225,2.014774,0.006738,299
226,3.516190,0.011760,299
227,2.256385,0.007546,299
228,2.507802,0.008387,299
229,3.018035,0.010094,299
230,2.261224,0.007563,299
231,3.276735,0.010959,299
232,2.509872,0.008394,299
233,2.271163,0.007596,299
234,2.513371,0.008406,299
235,2.783388,0.009309,299
236,3.029187,0.010131,299
237,4.514891,0.015100,299
238,3.021854,0.010107,299
239,2.761553,0.009236,299
240,3.264588,0.010918,299
241,3.776573,0.012631,299
242,3.775285,0.012626,299
243,2.518167,0.008422,299
244,1.761050,0.005890,299
245,2.758994,0.009227,299
246,3.769567,0.012607,299
247,2.268029,0.007585,299
248,3.268641,0.010932,299
249,3.513232,0.011750,299
250,2.760941,0.009234,299
251,2.269840,0.007591,299
252,2.525023,0.008445,299
253,2.509644,0.008393,299
254,1.513876,0.005063,299
255,2.262993,0.007569,299
256,3.271200,0.010940,299
257,4.024737,0.013461,299
258,3.008386,0.010061,299
259,3.521223,0.011777,299
260,4.026456,0.013466,299
261,2.019992,0.006756,299
262,2.520618,0.008430,299
263,3.261369,0.010908,299
264,1.256099,0.004201,299
265,2.773666,0.009276,299
266,4.022084,0.013452,299
267,3.263655,0.010915,299
268,2.517537,0.008420,299
269,1.518839,0.005080,299
270,2.009708,0.006721,299
271,2.018450,0.006751,299
272,2.761737,0.009237,299
273,2.014365,0.006737,299
274,3.008370,0.010061,299
275,2.505446,0.008379,299
276,3.267820,0.010929,299
277,3.271944,0.010943,299
278,3.514323,0.011754,299
279,2.514484,0.008410,299
280,3.528105,0.011800,299
281,2.775834,0.009284,299
282,1.758448,0.005881,299
283,3.772734,0.012618,299
284,2.517100,0.008418,299
285,3.265988,0.010923,299
286,4.799112,0.016051,299
287,2.263408,0.007570,299
288,2.771571,0.009269,299
289,2.757664,0.009223,299
290,3.521777,0.011779,299
291,2.772716,0.009273,299
292,3.271351,0.010941,299
293,2.018312,0.006750,299
294,3.271325,0.010941,299
295,2.261126,0.007562,299
296,2.768865,0.009260,299
297,2.763514,0.009243,299
298,3.021562,0.010106,299
299,2.509387,0.008393,299
