iteracao,valor_objetivo,media_coeficientes,total_cruzamentos
89,2.763621,0.009243,299
90,2.015363,0.006740,299
91,2.016549,0.006744,299
92,3.010493,0.010069,299
93,3.007926,0.010060,299
94,1.259808,0.004213,299
95,2.259785,0.007558,299
96,2.262514,0.007567,299
97,2.013900,0.006735,299
98,2.770834,0.009267,299
99,1.510480,0.005052,299
100,3.263339,0.010914,299
101,1.757213,0.005877,299
102,2.256103,0.007545,299
103,1.767044,0.005910,299
104,1.259176,0.004211,299
105,2.519441,0.008426,299
106,2.517594,0.008420,299
107,2.262418,0.007567,299
108,1.765074,0.005903,299
109,2.013437,0.006734,299
110,2.516665,0.008417,299
111,2.262288,0.007566,299
112,2.264245,0.007573,299
113,2.268606,0.007587,299
114,1.504937,0.005033,299
115,2.265699,0.007578,299
116,2.517331,0.008419,299
117,1.513352,0.005061,299
118,2.011384,0.006727,299
119,2.510314,0.008396,299
120,3.268111,0.010930,299
121,1.260124,0.004214,299
122,1.505569,0.005035,299
123,2.762973,0.009241,299
124,1.257089,0.004204,299
125,2.263360,0.007570,299
126,1.754708,0.005869,299
127,1.758426,0.005881,299
128,3.010864,0.010070,299
129,2.524007,0.008441,299
130,1.754194,0.005867,299
131,1.758811,0.005882,299
132,2.259923,0.007558,299
133,2.513642,0.008407,299
134,2.014462,0.006737,299
135,2.512638,0.008403,299
136,2.010422,0.006724,299
137,2.000317,0.006690,299
138,2.271074,0.007596,299
139,2.771244,0.009268,299
140,3.020885,0.010103,299
141,2.507414,0.008386,299
142,2.011487,0.006727,299
143,2.008331,0.006717,299
144,1.757542,0.005878,299
145,2.766770,0.009253,299
146,2.018664,0.006751,299
147,1.511160,0.005054,299
148,2.765930,0.009251,299
149,2.011692,0.006728,299
150,1.257422,0.004205,299
151,2.260173,0.007559,299
152,1.511397,0.005055,299
153,2.256370,0.007546,299
154,2.013603,0.006734,299
155,1.508199,0.005044,299
156,2.005988,0.006709,299
157,1.759859,0.005886,299
158,1.757034,0.005876,299
159,1.259065,0.004211,299
160,2.260681,0.007561,299
161,2.010641,0.006725,299
162,1.511453,0.005055,299
163,1.504932,0.005033,299
164,2.771736,0.009270,299
165,1.507030,0.005040,299
166,2.268796,0.007588,299
167,1.760880,0.005889,299
168,1.506220,0.005038,299
169,2.521214,0.008432,299
170,2.512181,0.008402,299
171,3.279339,0.010968,299
172,3.276133,0.010957,299
173,2.755755,0.009217,299
174,2.012538,0.006731,299
175,2.759736,0.009230,299
176,1.509382,0.005048,299
177,2.261705,0.007564,299
178,1.505055,0.005034,299
179,2.012754,0.006732,299
180,0.760134,0.002542,299
181,1.504406,0.005031,299
182,2.761920,0.009237,299
183,2.007323,0.006713,299
184,1.757347,0.005877,299
185,1.510653,0.005052,299
186,1.755331,0.005871,299
187,3.262268,0.010911,299
188,1.004906,0.003361,299
189,1.002485,0.003353,299
190,1.754397,0.005868,299
191,1.760685,0.005889,299
192,1.508691,0.005046,299
193,1.757752,0.005879,299
194,2.017578,0.006748,299
195,2.019957,0.006756,299
196,1.757151,0.005877,299
197,1.767110,0.005910,299
198,1.254997,0.004197,299
199,1.512703,0.005059,299
200,3.021686,0.010106,299
201,2.265890,0.007578,299
202,2.525597,0.008447,299
203,2.511553,0.008400,299
204,1.252235,0.004188,299
205,1.755097,0.005870,299
206,1.253395,0.004192,299
207,1.761942,0.005893,299
208,1.253983,0.004194,299
209,1.765689,0.005905,299
210,2.010602,0.006724,299
211,2.008441,0.006717,299
212,3.009498,0.010065,299
213,0.760538,0.002544,299
214,2.007146,0.006713,299
215,2.010743,0.006725,299
216,2.505273,0.008379,299
217,1.256982,0.004204,299
218,2.009652,0.006721,299
219,2.007813,0.006715,299
220,2.763472,0.009242,299
221,2.260209,0.007559,299
222,1.509929,0.005050,299
223,3.262453,0.010911,299
224,2.765294,0.009248,299
225,1.007250,0.003369,299
226,1.003292,0.003355,299
227,2.509215,0.008392,299
228,2.012037,0.006729,299
229,1.763268,0.005897,299
230,1.505038,0.005034,299
231,1.762589,0.005895,299
232,1.757439,0.005878,299
233,1.507396,0.005041,299
234,1.512588,0.005059,299
235,1.756739,0.005875,299
236,1.763017,0.005896,299
237,2.510095,0.008395,299
238,1.515002,0.005067,299
239,1.756867,0.005876,299
240,1.760197,0.005887,299
241,1.004201,0.003359,299
242,2.259147,0.007556,299
243,0.250341,0.000837,299
244,1.763348,0.005897,299
245,0.752069,0.002515,299
246,0.000000,0.000000,299
247,2.512691,0.008404,299
248,2.011686,0.006728,299
249,3.020062,0.010101,299
250,1.259995,0.004214,299
251,1.257559,0.004206,299
252,1.006556,0.003366,299
253,1.251237,0.004185,299
254,1.759310,0.005884,299
255,1.504700,0.005032,299
256,2.252236,0.007533,299
257,1.761256,0.005890,299
258,2.759738,0.009230,299
259,1.751808,0.005859,299
260,1.758679,0.005882,299
261,1.758945,0.005883,299
262,0.503894,0.001685,299
263,2.261903,0.007565,299
264,1.761522,0.005891,299
265,3.264021,0.010916,299
266,1.258385,0.004209,299
267,2.518719,0.008424,299
268,1.507217,0.005041,299
269,3.773148,0.012619,299
270,2.506037,0.008381,299
271,1.760420,0.005888,299
272,1.506890,0.005040,299
273,2.520151,0.008429,299
274,1.512337,0.005058,299
275,1.766336,0.005907,299
276,2.255742,0.007544,299
277,0.752799,0.002518,299
278,2.012864,0.006732,299
279,3.267905,0.010929,299
280,0.750906,0.002511,299
281,1.001044,0.003348,299
282,1.761797,0.005892,299
283,2.011139,0.006726,299
284,1.253677,0.004193,299
285,1.754453,0.005868,299
286,2.265584,0.007577,299
287,1.506940,0.005040,299
288,1.261822,0.004220,299
289,1.760651,0.005888,299
290,3.769274,0.012606,299
291,2.509508,0.008393,299
292,2.258441,0.007553,299
293,1.760938,0.005889,299
294,1.254884,0.004197,299
295,2.523447,0.008440,299
296,2.005926,0.006709,299
297,2.254710,0.007541,299
298,1.758993,0.005883,299
299,3.016332,0.010088,299
