iteracao,valor_objetivo,media_coeficientes,total_cruzamentos
243,1.509209,0.005048,299
244,1.760313,0.005887,299
245,0.502686,0.001681,299
246,1.251680,0.004186,299
247,0.753181,0.002519,299
248,1.253948,0.004194,299
249,1.003618,0.003357,299
250,1.001427,0.003349,299
251,1.752667,0.005862,299
252,1.256842,0.004203,299
253,1.000341,0.003346,299
254,1.006294,0.003366,299
255,1.753765,0.005865,299
256,0.503361,0.001683,299
257,1.253849,0.004193,299
258,1.254445,0.004195,299
259,0.501226,0.001676,299
260,1.759015,0.005883,299
261,0.250761,0.000839,299
262,1.255497,0.004199,299
263,0.502686,0.001681,299
264,1.002798,0.003354,299
265,0.756603,0.002530,299
266,0.250000,0.000836,299
267,0.253292,0.000847,299
268,0.500520,0.001674,299
269,2.014297,0.006737,299
270,1.001044,0.003348,299
271,1.754241,0.005867,299
272,1.253783,0.004193,299
273,0.751583,0.002514,299
274,0.502686,0.001681,299
275,1.256656,0.004203,299
276,0.505371,0.001690,299
277,1.758110,0.005880,299
278,0.752534,0.002517,299
279,1.253150,0.004191,299
280,1.253506,0.004192,299
281,0.753861,0.002521,299
282,1.004318,0.003359,299
283,1.755162,0.005870,299
284,0.252014,0.000843,299
285,0.500938,0.001675,299
286,1.753623,0.005865,299
287,0.753890,0.002521,299
288,0.500145,0.001673,299
289,1.003292,0.003355,299
290,1.262119,0.004221,299
291,1.253944,0.004194,299
292,1.006685,0.003367,299
293,0.753624,0.002520,299
294,1.001079,0.003348,299
295,0.500214,0.001673,299
296,1.254880,0.004197,299
297,0.250000,0.000836,299
298,1.758715,0.005882,299
299,0.500483,0.001674,299
