iteracao,valor_objetivo,media_coeficientes,total_cruzamentos
223,0.252686,0.000845,299
224,1.256829,0.004203,299
225,1.003975,0.003358,299
226,0.500000,0.001672,299
227,1.000000,0.003344,299
228,0.000000,0.000000,299
229,0.251079,0.000840,299
230,0.252594,0.000845,299
231,0.250095,0.000836,299
232,0.503529,0.001684,299
233,0.000000,0.000000,299
234,0.502014,0.001679,299
235,0.000000,0.000000,299
236,0.750341,0.002510,299
237,0.503454,0.001684,299
238,0.250000,0.000836,299
239,0.501148,0.001676,299
240,0.000000,0.000000,299
241,0.250069,0.000836,299
242,0.000000,0.000000,299
243,0.252686,0.000845,299
244,0.500000,0.001672,299
245,0.751892,0.002515,299
246,0.250000,0.000836,299
247,0.753332,0.002520,299
248,0.250000,0.000836,299
249,0.500349,0.001673,299
250,0.753682,0.002521,299
251,0.755371,0.002526,299
252,0.505518,0.001691,299
253,0.751287,0.002513,299
254,0.500000,0.001672,299
255,0.000000,0.000000,299
256,1.004725,0.003360,299
257,0.502971,0.001682,299
258,0.755165,0.002526,299
259,1.261307,0.004218,299
260,1.251274,0.004185,299
261,0.500520,0.001674,299
262,0.500000,0.001672,299
263,0.500824,0.001675,299
264,0.250000,0.000836,299
265,1.258035,0.004207,299
266,0.504372,0.001687,299
267,0.250000,0.000836,299
268,1.001293,0.003349,299
269,0.000000,0.000000,299
270,0.753590,0.002520,299
271,1.256584,0.004203,299
272,0.750393,0.002510,299
273,0.250000,0.000836,299
274,0.000000,0.000000,299
275,0.500483,0.001674,299
276,0.250000,0.000836,299
277,0.252686,0.000845,299
278,0.750483,0.002510,299
279,0.250000,0.000836,299
280,0.750341,0.002510,299
281,0.752085,0.002515,299
282,0.502686,0.001681,299
283,0.501562,0.001677,299
284,0.500000,0.001672,299
285,0.500988,0.001676,299
286,0.250000,0.000836,299
287,0.500317,0.001673,299
288,1.002332,0.003352,299
289,0.250000,0.000836,299
290,0.502014,0.001679,299
291,0.000000,0.000000,299
292,1.000341,0.003346,299
293,0.000000,0.000000,299
294,0.754467,0.002523,299
295,1.255747,0.004200,299
296,0.501079,0.001676,299
297,0.503035,0.001682,299
298,0.251079,0.000840,299
299,0.750069,0.002509,299
