iteracao,valor_objetivo,media_coeficientes,total_cruzamentos
172,3.786369,0.012663,299
173,3.037268,0.010158,299
174,4.281748,0.014320,299
175,2.766434,0.009252,299
176,4.523619,0.015129,299
177,5.298377,0.017720,299
178,2.266917,0.007582,299
179,5.529921,0.018495,299
180,5.799204,0.019395,299
181,4.789336,0.016018,299
182,3.020230,0.010101,299
183,2.020518,0.006758,299
184,3.524652,0.011788,299
185,4.018621,0.013440,299
186,2.272274,0.007600,299
187,3.286253,0.010991,299
188,4.270884,0.014284,299
189,4.801083,0.016057,299
190,3.780894,0.012645,299
191,6.060660,0.020270,299
192,4.526462,0.015139,299
193,6.049329,0.020232,299
194,2.769018,0.009261,299
195,5.028812,0.016819,299
196,4.286390,0.014336,299
197,5.043995,0.016870,299
198,4.279752,0.014314,299
199,4.026819,0.013468,299
200,4.780342,0.015988,299
201,4.526410,0.015138,299
202,6.049958,0.020234,299
203,3.550108,0.011873,299
204,3.015556,0.010085,299
205,7.036245,0.023533,299
206,2.276112,0.007612,299
207,3.780929,0.012645,299
208,3.793808,0.012688,299
209,4.269441,0.014279,299
210,4.531155,0.015154,299
211,4.039302,0.013509,299
212,3.773824,0.012621,299
213,4.277682,0.014307,299
214,1.508430,0.005045,299
215,4.055963,0.013565,299
216,2.776794,0.009287,299
217,5.788311,0.019359,299
218,3.023153,0.010111,299
219,3.522405,0.011781,299
220,4.780681,0.015989,299
221,3.768015,0.012602,299
222,3.274108,0.010950,299
223,3.778032,0.012636,299
224,5.535213,0.018512,299
225,3.277894,0.010963,299
226,6.318227,0.021131,299
227,6.538193,0.021867,299
228,4.268491,0.014276,299
229,4.034336,0.013493,299
230,4.269128,0.014278,299
231,3.034685,0.010149,299
232,1.505608,0.005035,299
233,3.787422,0.012667,299
234,5.287168,0.017683,299
235,2.267237,0.007583,299
236,6.052544,0.020243,299
237,5.037189,0.016847,299
238,4.534838,0.015167,299
239,3.013326,0.010078,299
240,3.277080,0.010960,299
241,5.042410,0.016864,299
242,4.293300,0.014359,299
243,3.275283,0.010954,299
244,4.784502,0.016002,299
245,3.510543,0.011741,299
246,4.044852,0.013528,299
247,3.271936,0.010943,299
248,4.279637,0.014313,299
249,6.037136,0.020191,299
250,4.521902,0.015123,299
251,4.796866,0.016043,299
252,5.534466,0.018510,299
253,4.536166,0.015171,299
254,4.028613,0.013474,299
255,3.534374,0.011821,299
256,6.809379,0.022774,299
257,5.553688,0.018574,299
258,5.283279,0.017670,299
259,2.519825,0.008428,299
260,5.533764,0.018508,299
261,5.024797,0.016805,299
262,4.528530,0.015146,299
263,4.770839,0.015956,299
264,3.521105,0.011776,299
265,5.051737,0.016895,299
266,4.807500,0.016079,299
267,3.778476,0.012637,299
268,5.546832,0.018551,299
269,3.792968,0.012686,299
270,3.017284,0.010091,299
271,3.776741,0.012631,299
272,3.770547,0.012611,299
273,5.300095,0.017726,299
274,6.291396,0.021041,299
275,3.020557,0.010102,299
276,4.287638,0.014340,299
277,4.278232,0.014308,299
278,5.539855,0.018528,299
279,3.275425,0.010955,299
280,5.288743,0.017688,299
281,4.526937,0.015140,299
282,5.308179,0.017753,299
283,5.805821,0.019417,299
284,2.769007,0.009261,299
285,4.016950,0.013435,299
286,2.774313,0.009279,299
287,4.036953,0.013502,299
288,5.278801,0.017655,299
289,4.535061,0.015167,299
290,5.812886,0.019441,299
291,6.038082,0.020194,299
292,4.538946,0.015180,299
293,2.762926,0.009241,299
294,4.773463,0.015965,299
295,3.526947,0.011796,299
296,3.010058,0.010067,299
297,5.284520,0.017674,299
298,3.781848,0.012648,299
299,2.271318,0.007596,299
