iteracao,valor_objetivo,media_coeficientes,total_cruzamentos
245,5.285704,0.017678,299
246,5.048491,0.016885,299
247,5.792694,0.019374,299
248,4.786205,0.016007,299
249,4.530652,0.015153,299
250,3.533623,0.011818,299
251,4.290121,0.014348,299
252,4.288898,0.014344,299
253,4.283128,0.014325,299
254,4.800473,0.016055,299
255,3.025408,0.010118,299
256,5.296513,0.017714,299
257,5.285059,0.017676,299
258,4.790490,0.016022,299
259,4.032525,0.013487,299
260,4.275415,0.014299,299
261,4.793548,0.016032,299
262,5.287746,0.017685,299
263,4.300300,0.014382,299
264,4.033225,0.013489,299
265,4.292251,0.014355,299
266,4.545191,0.015201,299
267,5.296074,0.017713,299
268,4.781691,0.015992,299
269,5.307309,0.017750,299
270,6.298333,0.021065,299
271,5.554660,0.018577,299
272,6.799889,0.022742,299
273,6.300233,0.021071,299
274,5.561568,0.018601,299
275,5.560743,0.018598,299
276,5.529203,0.018492,299
277,5.286809,0.017682,299
278,6.043692,0.020213,299
279,3.775074,0.012626,299
280,4.277869,0.014307,299
281,3.523919,0.011786,299
282,6.061113,0.020271,299
283,4.021750,0.013451,299
284,5.796277,0.019386,299
285,5.034419,0.016838,299
286,5.047596,0.016882,299
287,6.550443,0.021908,299
288,5.302188,0.017733,299
289,4.791166,0.016024,299
290,6.291496,0.021042,299
291,4.545635,0.015203,299
292,4.288054,0.014341,299
293,2.267966,0.007585,299
294,3.520110,0.011773,299
295,5.790311,0.019366,299
296,6.048020,0.020227,299
297,4.781713,0.015992,299
298,3.513206,0.011750,299
299,4.797241,0.016044,299
