iteracao,valor_objetivo,media_coeficientes,total_cruzamentos
87,0.500546,0.001674,299
88,0.500000,0.001672,299
89,1.252187,0.004188,299
90,0.751421,0.002513,299
91,0.250000,0.000836,299
92,0.753687,0.002521,299
93,0.000000,0.000000,299
94,0.753541,0.002520,299
95,0.503093,0.001683,299
96,0.000000,0.000000,299
97,0.250069,0.000836,299
98,1.505903,0.005036,299
99,1.003686,0.003357,299
100,0.756244,0.002529,299
101,0.250000,0.000836,299
102,0.250000,0.000836,299
103,1.001091,0.003348,299
104,0.750095,0.002509,299
105,0.752606,0.002517,299
106,1.501417,0.005021,299
107,0.751079,0.002512,299
108,1.006189,0.003365,299
109,1.004031,0.003358,299
110,1.250987,0.004184,299
111,0.502014,0.001679,299
112,1.253726,0.004193,299
113,1.251497,0.004186,299
114,0.503052,0.001682,299
115,0.250000,0.000836,299
116,1.002890,0.003354,299
117,1.005775,0.003364,299
118,0.000000,0.000000,299
119,1.000435,0.003346,299
120,1.003632,0.003357,299
121,0.252832,0.000846,299
122,0.501079,0.001676,299
123,2.005458,0.006707,299
124,0.500520,0.001674,299
125,0.753166,0.002519,299
126,0.500069,0.001672,299
127,1.252459,0.004189,299
128,0.751940,0.002515,299
129,0.000000,0.000000,299
130,0.502014,0.001679,299
131,0.755165,0.002526,299
132,0.500395,0.001674,299
133,1.255190,0.004198,299
134,0.750395,0.002510,299
135,0.503071,0.001683,299
136,0.500520,0.001674,299
137,0.250000,0.000836,299
138,0.253162,0.000847,299
139,0.750710,0.002511,299
140,0.250000,0.000836,299
141,1.000944,0.003348,299
142,0.500938,0.001675,299
143,0.250000,0.000836,299
144,0.250336,0.000837,299
145,0.500591,0.001674,299
146,1.256092,0.004201,299
147,0.500520,0.001674,299
148,0.750249,0.002509,299
149,0.500000,0.001672,299
150,0.756291,0.002529,299
151,0.252686,0.000845,299
152,0.252594,0.000845,299
153,0.503139,0.001683,299
154,0.750336,0.002509,299
155,0.757410,0.002533,299
156,1.503668,0.005029,299
157,0.751281,0.002513,299
158,1.255978,0.004201,299
159,0.753027,0.002518,299
160,1.004479,0.003359,299
161,1.000488,0.003346,299
162,0.750615,0.002510,299
163,0.250000,0.000836,299
164,1.500824,0.005019,299
165,0.250000,0.000836,299
166,0.500095,0.001673,299
167,0.500349,0.001673,299
168,1.504688,0.005032,299
169,1.505834,0.005036,299
170,1.002774,0.003354,299
171,1.756447,0.005874,299
172,1.001148,0.003348,299
173,1.005789,0.003364,299
174,0.755041,0.002525,299
175,0.750410,0.002510,299
176,1.002534,0.003353,299
177,1.253292,0.004192,299
178,0.500095,0.001673,299
179,0.753093,0.002519,299
180,1.252686,0.004190,299
181,0.000000,0.000000,299
182,0.754608,0.002524,299
183,0.751274,0.002513,299
184,1.259019,0.004211,299
185,0.250938,0.000839,299
186,1.001599,0.003350,299
187,1.255859,0.004200,299
188,0.750000,0.002508,299
189,1.001445,0.003349,299
190,0.752124,0.002515,299
191,1.004866,0.003361,299
192,0.750412,0.002510,299
193,0.750520,0.002510,299
194,1.003249,0.003355,299
195,0.752014,0.002515,299
196,0.752380,0.002516,299
197,0.750145,0.002509,299
198,0.500895,0.001675,299
199,0.750000,0.002508,299
200,1.004394,0.003359,299
201,1.000930,0.003348,299
202,1.007992,0.003371,299
203,1.253035,0.004191,299
204,0.250000,0.000836,299
205,0.000000,0.000000,299
206,1.002728,0.003354,299
207,0.500483,0.001674,299
208,1.000341,0.003346,299
209,0.753027,0.002518,299
210,0.250520,0.000838,299
211,0.000000,0.000000,299
212,1.256750,0.004203,299
213,0.500000,0.001672,299
214,0.000000,0.000000,299
215,1.508057,0.005044,299
216,0.756123,0.002529,299
217,1.253634,0.004193,299
218,0.750341,0.002510,299
219,0.502832,0.001682,299
220,0.500488,0.001674,299
221,0.755978,0.002528,299
222,1.000861,0.003347,299
223,1.255756,0.004200,299
224,0.250349,0.000837,299
225,0.753187,0.002519,299
226,0.752412,0.002516,299
227,1.000336,0.003346,299
228,0.753119,0.002519,299
229,0.250000,0.000836,299
230,1.002250,0.003352,299
231,1.006414,0.003366,299
232,0.500145,0.001673,299
233,1.002033,0.003351,299
234,0.000000,0.000000,299
235,1.253180,0.004191,299
236,0.504700,0.001688,299
237,0.758663,0.002537,299
238,0.752356,0.002516,299
239,1.509619,0.005049,299
240,0.253292,0.000847,299
241,1.004510,0.003360,299
242,0.502653,0.001681,299
243,0.250520,0.000838,299
244,1.757221,0.005877,299
245,1.257317,0.004205,299
246,0.750855,0.002511,299
247,0.754401,0.002523,299
248,1.005978,0.003364,299
249,0.500214,0.001673,299
250,0.501080,0.001676,299
251,1.256073,0.004201,299
252,0.752456,0.002517,299
253,0.750341,0.002510,299
254,0.251079,0.000840,299
255,1.003363,0.003356,299
256,0.250938,0.000839,299
257,1.259747,0.004213,299
258,0.500000,0.001672,299
259,0.503071,0.001683,299
260,0.501428,0.001677,299
261,0.000000,0.000000,299
262,1.506328,0.005038,299
263,0.000000,0.000000,299
264,0.253292,0.000847,299
265,0.755657,0.002527,299
266,0.250341,0.000837,299
267,1.250000,0.004181,299
268,1.002487,0.003353,299
269,1.002823,0.003354,299
270,0.500564,0.001674,299
271,0.754158,0.002522,299
272,1.250727,0.004183,299
273,1.252014,0.004187,299
274,1.002593,0.003353,299
275,0.757639,0.002534,299
276,1.507992,0.005043,299
277,0.500069,0.001672,299
278,1.258125,0.004208,299
279,0.500095,0.001673,299
280,0.503080,0.001683,299
281,0.500344,0.001673,299
282,0.253292,0.000847,299
283,0.752781,0.002518,299
284,1.252781,0.004190,299
285,0.500000,0.001672,299
286,0.756046,0.002529,299
287,1.259365,0.004212,299
288,1.002981,0.003354,299
289,1.003002,0.003355,299
290,0.502412,0.001680,299
291,0.500000,0.001672,299
292,0.751279,0.002513,299
293,1.256497,0.004202,299
294,0.250069,0.000836,299
295,0.753769,0.002521,299
296,0.251079,0.000840,299
297,1.510072,0.005050,299
298,0.500000,0.001672,299
299,0.502184,0.001680,299
